"year","student_id","present","excusedabsent","excusedtardy","absent","tardy","truant","inschoolsuspension","suspended"
"2014","6783","33","0","0","8","79","38","0","0"
"2014","12594","156","0","0","2","15","0","0","0"
"2015","15152","129","0","0","0","34","2","0","0"
"2013","3464","173","0","0","1","1","0","0","0"
"2015","6503","170","0","0","0","0","0","0","0"
"2012","6561","2","0","0","3","19","0","0","0"
"2015","6797","161","0","0","0","7","0","0","0"
"2013","6692","182","0","0","0","0","0","0","0"
"2015","13795","156","0","0","8","7","1","0","0"
"2012","6921","0","0","0","0","3","0","0","0"
"2015","14508","131","0","0","13","23","0","0","0"
"2013","4572","167","0","0","4","1","0","0","0"
"2016","16535","22","0","0","1","5","0","0","0"
"2014","10221","173","0","0","1","0","0","0","0"
"2016","14694","29","0","0","0","0","0","0","0"
"2016","16620","26","0","0","0","0","0","0","0"
"2013","7056","175","0","0","1","1","0","0","0"
"2013","11888","37","0","0","11","85","47","0","0"
"2013","11747","157","0","0","6","7","1","0","0"
"2015","6734","165","0","0","4","3","0","0","0"
"2012","3332","1","0","0","5","2","0","0","0"
"2013","6660","150","0","0","1","29","0","0","0"
"2014","12486","58","0","2","2","66","16","0","0"
"2015","15217","140","0","0","2","4","0","0","0"
"2015","13135","163","0","0","8","1","0","0","0"
"2016","6607","26","0","0","2","0","1","0","0"
"2015","14707","166","0","0","0","9","0","0","0"
"2012","6937","0","0","0","5","10","0","0","0"
"2015","3289","125","0","0","6","37","2","0","0"
"2016","16130","29","0","0","0","0","0","0","0"
"2015","6981","173","0","0","2","0","0","0","0"
"2015","6738","170","0","0","3","1","0","0","0"
"2016","16002","26","0","0","0","3","0","0","0"
"2016","10478","28","0","0","0","1","0","0","0"
"2016","12708","30","0","0","0","0","0","0","0"
"2014","11292","171","0","1","3","1","2","0","0"
"2015","6359","174","0","0","0","0","0","0","0"
"2015","6646","172","0","0","1","0","0","0","0"
"2014","12037","110","0","0","23","23","19","0","0"
"2016","10941","24","0","0","0","6","0","0","0"
"2013","11015","183","0","0","1","0","0","0","0"
"2014","11309","172","0","0","0","3","0","0","0"
"2014","10529","185","0","0","0","0","0","0","0"
"2014","11303","151","0","0","3","13","2","0","2"
"2015","15016","175","0","0","0","0","0","0","0"
"2016","12565","29","0","0","0","0","0","0","0"
"2015","13719","172","0","0","2","1","0","0","0"
"2016","12870","29","0","0","0","0","0","0","0"
"2015","3311","168","0","0","6","0","0","0","0"
"2016","11577","27","0","0","0","0","0","0","0"
"2014","6935","123","0","0","9","51","0","0","0"
"2016","6760","18","0","0","2","9","0","0","0"
"2014","11762","144","0","0","31","2","1","0","0"
"2014","6667","169","0","0","0","3","1","0","0"
"2015","13551","24","0","0","0","0","0","0","0"
"2012","3087","0","0","0","1","1","0","0","0"
"2013","3190","171","0","0","3","0","1","0","0"
"2013","6980","177","0","0","4","0","0","0","0"
"2015","10948","106","0","0","5","37","21","0","0"
"2012","3056","0","0","0","7","3","0","0","0"
"2013","11470","176","0","0","2","0","1","1","0"
"2014","7115","152","0","0","3","25","3","0","0"
"2015","12364","177","0","0","0","0","0","0","0"
"2013","10446","161","0","0","3","19","0","0","0"
"2012","7099","0","0","0","2","12","0","0","0"
"2016","16511","29","0","0","0","0","0","0","0"
"2015","11076","167","0","0","0","5","1","0","0"
"2016","14125","30","0","0","0","0","0","0","0"
"2013","7030","171","0","0","10","0","0","0","0"
"2016","11568","25","0","0","0","3","1","0","0"
"2013","11252","172","0","0","0","0","0","0","0"
"2015","10624","175","0","0","0","0","0","0","0"
"2014","13519","125","0","0","3","28","1","0","0"
"2013","2509","175","0","0","0","0","0","0","0"
"2016","15451","18","0","0","6","4","0","0","0"
"2015","7002","164","0","0","2","0","0","0","0"
"2014","11912","166","0","0","4","2","1","0","0"
"2016","12780","29","0","0","0","0","0","0","0"
"2014","13190","181","0","0","2","1","0","0","0"
"2015","6884","153","0","0","6","6","1","0","0"
"2016","13959","29","0","0","0","0","0","0","0"
"2015","13472","161","0","0","4","7","1","0","0"
"2015","13633","174","0","0","0","1","0","0","0"
"2015","7065","159","0","0","3","10","0","0","0"
"2014","10941","162","0","0","2","17","1","0","0"
"2016","6969","30","0","0","0","0","0","0","0"
"2016","16546","22","0","0","0","7","0","0","0"
"2013","3222","175","0","0","0","0","0","0","0"
"2016","14549","28","0","0","0","1","0","0","0"
"2014","6533","178","0","0","2","2","1","0","0"
"2016","7012","18","0","0","0","10","0","0","0"
"2014","10872","169","0","0","0","14","0","0","0"
"2012","3153","0","0","0","4","0","0","0","0"
"2014","3311","163","0","0","12","0","0","0","0"
"2016","6677","27","0","0","2","0","0","0","0"
"2013","7041","169","0","0","9","3","0","0","0"
"2015","6497","169","0","0","1","0","0","0","0"
"2015","12748","161","0","0","1","0","0","0","0"
"2014","12900","153","0","0","3","18","1","0","0"
"2012","7131","0","0","0","2","6","0","0","0"
"2015","14431","164","0","0","0","0","0","0","0"
"2016","12785","30","0","0","0","0","0","0","0"
"2016","16248","23","0","0","2","3","1","0","0"
"2014","6401","167","0","0","15","1","0","0","0"
"2016","6600","15","0","0","0","14","0","0","0"
"2016","13806","27","0","0","0","0","0","0","0"
"2013","11722","142","0","0","20","23","4","0","0"
"2014","3288","175","0","0","0","0","0","0","0"
"2016","12374","29","0","0","0","0","0","0","0"
"2016","16091","29","0","0","0","0","0","0","0"
"2014","12494","76","0","0","4","6","0","0","0"
"2013","7033","176","0","0","3","0","0","0","0"
"2014","7167","171","0","0","6","6","0","0","0"
"2015","13670","27","0","0","1","0","0","0","0"
"2016","6382","29","0","0","0","0","0","0","0"
"2015","12889","173","0","0","0","3","1","0","0"
"2015","10301","151","0","0","2","5","0","0","0"
"2016","6853","29","0","0","0","0","0","0","0"
"2014","12759","141","0","0","10","22","1","0","0"
"2015","11033","160","0","0","0","9","0","0","0"
"2016","6486","29","0","0","0","0","0","0","0"
"2016","10861","29","0","0","0","0","0","0","0"
"2013","2282","175","0","0","0","0","0","0","0"
"2013","11974","84","0","0","20","59","1","0","0"
"2014","3926","171","0","0","3","1","0","0","0"
"2013","2735","100","0","0","7","72","1","0","0"
"2013","11860","176","0","0","0","0","0","0","0"
"2015","12638","154","0","0","10","7","0","0","0"
"2016","14926","26","0","0","0","2","0","0","0"
"2016","12911","29","0","0","0","0","0","0","0"
"2014","6510","180","0","0","2","2","0","0","0"
"2016","11909","0","0","0","0","17","10","0","0"
"2015","14923","50","0","0","10","37","3","0","0"
"2016","16169","29","0","0","0","0","0","0","0"
"2013","2895","164","0","0","2","8","1","0","0"
"2012","6861","0","0","0","2","5","0","0","0"
"2013","6449","177","0","0","1","1","0","0","0"
"2015","7160","172","0","0","2","0","0","0","0"
"2015","12859","168","0","0","1","6","0","0","0"
"2016","14116","8","0","0","1","19","0","0","0"
"2015","14372","152","0","0","13","5","0","0","0"
"2013","6507","175","0","0","1","7","0","0","0"
"2013","6750","174","0","0","0","0","0","0","0"
"2016","12917","29","0","0","0","0","0","0","0"
"2016","12693","30","0","0","0","0","0","0","0"
"2013","6798","149","0","0","7","17","0","0","0"
"2013","6905","156","0","0","3","20","0","0","0"
"2015","6704","168","0","0","3","4","0","0","0"
"2015","13559","161","0","0","1","1","0","0","0"
"2016","7099","12","0","0","0","15","1","0","0"
"2015","15035","99","0","0","12","53","6","0","0"
"2016","6407","18","0","0","0","10","1","0","0"
"2016","15692","29","0","0","0","0","0","0","0"
"2015","11047","174","0","0","0","0","1","0","0"
"2013","11694","116","0","0","10","59","0","0","0"
"2015","14185","146","0","0","15","8","0","0","0"
"2014","10569","143","0","0","10","25","0","0","0"
"2013","10766","171","0","0","3","0","0","0","0"
"2015","12489","169","0","0","1","0","0","0","0"
"2016","16331","12","0","0","1","15","1","0","0"
"2016","14490","22","0","0","2","5","0","0","0"
"2014","10738","171","0","0","1","1","0","0","0"
"2014","6448","179","0","0","2","2","1","0","0"
"2014","6384","185","0","0","0","0","0","0","0"
"2012","3194","0","0","0","3","0","0","0","0"
"2015","12340","173","0","0","0","0","0","0","0"
"2014","3220","174","0","1","0","0","0","0","0"
"2015","14603","169","0","0","0","3","0","0","0"
"2016","16536","25","0","0","0","5","0","0","0"
"2012","2955","0","0","0","0","38","0","0","0"
"2015","11472","128","0","0","13","25","5","0","0"
"2015","14315","153","0","0","5","13","1","0","0"
"2016","11798","26","0","0","0","1","0","0","0"
"2015","13905","172","0","0","1","0","0","0","0"
"2012","7010","0","0","0","5","15","0","0","0"
"2016","13321","27","0","0","1","1","0","0","0"
"2016","12444","28","0","0","0","0","0","0","0"
"2016","15415","28","0","0","0","1","0","0","0"
"2013","6783","60","0","0","3","67","13","0","0"
"2016","11779","23","0","0","0","4","0","0","0"
"2013","6745","155","0","0","9","5","1","0","0"
"2014","13593","96","0","0","0","0","0","0","0"
"2015","13475","78","0","0","22","55","16","0","1"
"2016","14327","18","0","0","0","9","2","0","0"
"2015","12563","173","0","0","0","0","0","0","0"
"2015","10754","150","0","0","1","11","2","0","0"
"2013","3484","175","0","0","0","0","0","0","0"
"2013","6755","178","0","0","2","1","0","0","0"
"2016","14262","25","0","0","3","0","0","0","0"
"2013","10731","167","0","0","5","3","1","0","0"
"2015","14147","162","0","0","0","10","0","0","0"
"2016","14783","29","0","0","0","0","0","0","0"
"2016","12706","14","0","0","0","0","1","0","0"
"2012","3165","0","0","0","0","1","0","0","0"
"2012","6708","0","0","0","6","66","0","0","0"
"2013","10799","175","0","0","0","0","0","0","0"
"2016","15523","28","0","0","0","0","0","0","0"
"2013","7093","182","0","0","1","0","0","0","0"
"2014","3503","170","0","0","1","3","0","1","0"
"2015","14826","166","0","0","2","9","1","0","0"
"2016","14643","26","0","0","3","0","0","0","0"
"2016","16493","28","0","0","0","1","0","0","0"
"2012","6386","0","0","0","0","1","0","0","0"
"2016","15505","29","0","0","0","0","0","0","0"
"2013","3418","175","0","0","3","2","0","0","0"
"2015","14635","164","0","0","3","0","1","0","0"
"2015","13542","164","0","0","1","8","0","0","0"
"2014","13360","113","0","0","10","12","37","0","1"
"2013","3191","139","0","0","16","19","0","0","0"
"2015","7010","155","0","0","5","6","2","0","0"
"2015","13687","170","0","0","0","0","0","0","0"
"2015","7111","168","0","0","2","1","0","0","0"
"2014","13597","65","0","0","10","1","4","0","0"
"2012","3049","0","0","0","0","3","0","0","0"
"2015","15240","114","0","0","3","2","1","0","0"
"2013","7073","182","0","0","3","0","0","0","0"
"2015","13535","171","0","0","1","0","0","0","0"
"2012","6366","0","0","0","0","3","0","0","0"
"2013","6930","153","0","0","0","16","3","0","0"
"2013","7005","162","0","0","5","9","2","0","0"
"2016","13438","16","0","0","2","10","0","0","0"
"2016","6629","20","0","0","2","5","1","0","0"
"2016","13361","29","0","0","0","0","0","0","0"
"2013","7126","175","0","0","7","1","1","0","0"
"2016","12729","26","0","0","0","2","0","0","0"
"2015","15135","158","0","0","4","4","0","0","0"
"2014","3451","147","0","0","5","20","3","0","0"
"2016","16652","29","0","0","0","0","0","0","0"
"2016","13300","25","0","0","1","3","0","0","0"
"2015","14553","163","0","0","0","0","0","0","0"
"2015","7178","167","0","0","4","3","0","0","0"
"2013","11181","178","0","0","2","3","0","0","0"
"2014","11575","171","0","0","0","1","0","0","0"
"2016","13912","24","0","0","4","1","0","0","0"
"2016","14242","28","0","0","0","2","0","0","0"
"2015","13763","126","0","0","7","23","5","0","0"
"2015","11011","159","0","0","5","8","0","0","0"
"2015","6752","50","0","0","7","115","2","0","0"
"2014","6660","154","0","0","0","20","0","0","0"
"2014","12624","179","0","1","1","0","0","0","0"
"2016","16684","28","0","0","0","1","0","0","0"
"2015","13787","163","0","0","1","0","2","0","0"
"2016","14153","29","0","0","0","0","0","0","0"
"2013","10837","164","0","0","7","11","0","0","0"
"2016","7189","24","0","0","3","1","0","0","0"
"2012","7028","0","0","0","1","0","0","0","0"
"2013","6931","40","0","0","8","6","2","0","0"
"2015","11477","155","0","0","7","12","0","0","0"
"2016","15184","26","0","0","2","2","0","0","0"
"2015","12677","168","0","0","4","3","0","0","0"
"2016","16003","28","0","0","0","1","0","0","0"
"2014","11701","176","0","0","0","0","0","0","0"
"2012","2355","0","0","0","1","0","0","0","0"
"2013","2485","175","0","0","0","0","0","0","0"
"2016","6911","28","0","0","0","1","0","0","0"
"2016","11666","13","0","0","1","14","0","0","0"
"2016","12611","29","0","0","0","0","0","0","0"
"2015","12664","149","0","0","4","21","0","0","0"
"2016","16212","25","0","0","2","0","0","0","0"
"2012","7002","0","0","0","2","1","0","0","0"
"2013","3097","163","0","0","5","6","0","0","0"
"2016","11948","29","0","0","0","0","0","0","0"
"2013","6648","163","0","0","6","3","0","0","0"
"2013","11924","141","0","0","13","16","6","0","0"
"2012","7089","0","0","0","0","1","0","0","0"
"2013","7192","182","0","0","0","1","0","0","0"
"2016","10939","29","0","0","0","0","0","0","0"
"2013","11107","161","0","0","3","14","0","0","0"
"2015","14958","42","0","0","2","3","0","0","0"
"2016","14146","20","0","0","1","5","0","0","0"
"2016","11827","17","0","0","3","6","3","0","0"
"2014","10949","150","0","0","0","28","3","0","0"
"2014","3543","163","0","0","6","3","3","0","0"
"2015","14716","144","0","1","7","8","4","0","0"
"2015","7166","71","0","0","2","85","13","0","0"
"2012","2586","0","0","0","0","20","0","0","0"
"2013","6398","181","0","0","0","1","0","0","0"
"2015","12452","145","0","0","0","27","0","0","0"
"2015","13044","140","0","0","15","4","0","0","0"
"2015","11785","143","0","0","3","26","0","0","0"
"2013","3186","114","0","0","10","48","2","0","0"
"2015","13295","161","0","0","2","1","0","0","0"
"2012","3932","0","0","0","7","45","0","0","0"
"2016","15027","30","0","0","0","0","0","0","0"
"2015","12858","149","0","0","0","16","2","0","0"
"2016","7005","24","0","0","0","3","1","0","0"
"2013","3107","142","0","0","10","28","0","0","0"
"2014","13446","156","0","0","0","14","2","0","0"
"2015","13999","146","0","0","11","17","0","0","0"
"2015","6713","175","0","0","0","0","0","0","0"
"2015","12899","128","0","0","15","28","3","0","0"
"2015","11901","115","0","0","20","27","5","0","0"
"2016","11605","26","0","0","0","2","0","0","0"
"2016","12599","23","0","0","1","3","2","0","0"
"2016","15275","28","0","0","0","1","0","0","0"
"2014","12004","175","0","0","1","1","1","0","0"
"2016","6389","29","0","0","0","0","0","0","0"
"2016","16296","28","0","0","0","1","0","0","0"
"2015","11299","171","0","0","0","1","0","0","0"
"2015","12813","175","0","0","0","0","0","0","0"
"2016","16361","24","0","0","0","3","2","0","0"
"2016","11068","28","0","0","0","1","0","0","0"
"2016","16680","29","0","0","0","0","0","0","0"
"2014","11714","157","0","0","5","15","0","0","0"
"2013","3032","179","0","0","1","0","0","0","0"
"2013","11997","10","0","0","0","3","0","0","0"
"2016","14288","27","0","0","0","0","0","0","0"
"2013","11800","174","0","0","3","1","0","2","0"
"2014","3487","149","0","0","5","18","2","0","0"
"2015","14521","156","0","0","3","1","0","0","0"
"2013","10561","164","0","0","5","6","2","0","0"
"2016","7198","24","0","0","0","4","0","0","0"
"2016","13843","27","0","0","0","2","0","0","0"
"2015","12836","171","0","0","0","0","0","0","0"
"2015","7093","173","0","0","0","0","0","0","0"
"2015","6999","76","0","0","9","72","7","0","0"
"2014","10913","135","0","0","1","43","3","0","0"
"2015","6937","162","0","0","1","5","0","0","0"
"2013","2468","133","0","0","10","29","3","0","0"
"2015","12362","133","0","0","2","1","0","0","0"
"2013","11063","149","0","1","12","3","7","0","0"
"2013","6709","146","0","0","9","22","0","0","0"
"2014","13497","159","0","0","3","2","3","0","0"
"2016","11848","19","0","0","0","9","2","0","0"
"2012","7144","0","0","0","1","12","0","0","0"
"2014","6992","60","0","0","12","104","0","0","0"
"2014","3367","141","0","1","16","15","1","0","0"
"2016","16864","19","0","0","0","5","0","0","0"
"2013","3377","174","0","0","1","0","0","0","0"
"2015","11591","173","0","0","0","0","0","0","0"
