caaspp_2015_math_id,student_id,caaspp_2015_math_testGradeLevel,caaspp_2015_math_testTakenText,caaspp_2015_assessType,caaspp_2015_math_testDate,caaspp_2015_math_performanceLevel,caaspp_2015_math_performanceLevelText,caaspp_2015_math_scaleScore,caaspp_2015_math_errorbandMin,caaspp_2015_math_errorbandMax,caaspp_2015_math_cluster1Text,caaspp_2015_math_cluster1PerformanceLevel,caaspp_2015_math_cluster1PerformanceLevelText,caaspp_2015_math_cluster1ScaleScore,caaspp_2015_math_cluster1errorbandMin,caaspp_2015_math_cluster1errorbandMax,caaspp_2015_math_cluster2Text,caaspp_2015_math_cluster2PerformanceLevel,caaspp_2015_math_cluster2PerformanceLevelText,caaspp_2015_math_cluster2ScaleScore,caaspp_2015_math_cluster2errorbandMin,caaspp_2015_math_cluster2errorbandMax,caaspp_2015_math_cluster3Text,caaspp_2015_math_cluster3PerformanceLevel,caaspp_2015_math_cluster3PerformanceLevelText,caaspp_2015_math_cluster3ScaleScore,caaspp_2015_math_cluster3errorbandMin,caaspp_2015_math_cluster3errorbandMax,caaspp_2015_math_cluster4Text,caaspp_2015_math_cluster4PerformanceLevel,caaspp_2015_math_cluster4PerformanceLevelText,caaspp_2015_math_cluster4ScaleScore,caaspp_2015_math_cluster4errorbandMin,caaspp_2015_math_cluster4errorbandMax,caaspp_2015_assessYear,caaspp_2015_assessSubject,caaspp_2015_assessmentGuid,caaspp_2015_assessmentLocationID,caaspp_2015_assessmentLocation,caaspp_2015_assessmentLevel,caaspp_2015_math_accomASL,caaspp_2015_math_accomNoiseBuffer,caaspp_2015_math_accomPrintOnDemandItems,caaspp_2015_math_accomBraille,caaspp_2015_math_accomClosedCaptioning,caaspp_2015_math_accomTextToSpeech,caaspp_2015_math_accomAbacus,caaspp_2015_math_accomAlternateResponseOptions,caaspp_2015_math_accomCalc,caaspp_2015_math_accomMultiplicationTable,caaspp_2015_math_accomPrintOnDemand,caaspp_2015_math_accomReadAloud,caaspp_2015_math_accomScribe,caaspp_2015_math_accomSpeechToText,caaspp_2015_math_accomStreamLineMode
2170,13494,7,Grade 7 Math Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2512,2484,2540,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1637,12040,7,Grade 7 Math Summative (Final),Summative (Final),\N,1,Standard Not Met,2474,2442,2506,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1827,11962,6,Grade 6 Math Summative (Final),Summative (Final),\N,1,Standard Not Met,2389,2355,2423,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,1,Below Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1512,11309,7,Grade 7 Math Summative (Final),Summative (Final),\N,1,Standard Not Met,2376,2328,2424,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,1,Below Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1522,11057,7,Grade 7 Math Summative (Final),Summative (Final),\N,3,Standard Met,2579,2558,2600,Concepts & Procedures,2,At/Near Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,3,Above Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
870,13293,7,Grade 7 Math Summative (Final),Summative (Final),\N,3,Standard Met,2573,2549,2597,Concepts & Procedures,2,At/Near Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1790,13224,7,Grade 7 Math Summative (Final),Summative (Final),\N,3,Standard Met,2598,2578,2618,Concepts & Procedures,2,At/Near Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1779,13226,7,Grade 7 Math Summative (Final),Summative (Final),\N,1,Standard Not Met,2354,2303,2405,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,1,Below Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1629,10855,7,Grade 7 Math Summative (Final),Summative (Final),\N,4,Standard Exceeded,2673,2654,2692,Concepts & Procedures,3,Above Standard,\N,\N,\N,Problem Solving & Modeling/Data,3,Above Standard,\N,\N,\N,Communicating Reasoning,3,Above Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
2323,12014,7,Grade 7 Math Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2508,2482,2534,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
2372,11830,7,Grade 7 Math Summative (Final),Summative (Final),\N,1,Standard Not Met,2467,2436,2498,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1435,13325,7,Grade 7 Math Summative (Final),Summative (Final),\N,3,Standard Met,2611,2590,2632,Concepts & Procedures,3,Above Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1024,13087,6,Grade 6 Math Summative (Final),Summative (Final),\N,3,Standard Met,2590,2571,2609,Concepts & Procedures,3,Above Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1163,12497,6,Grade 6 Math Summative (Final),Summative (Final),\N,1,Standard Not Met,2418,2387,2449,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,1,Below Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
992,12994,6,Grade 6 Math Summative (Final),Summative (Final),\N,3,Standard Met,2583,2564,2602,Concepts & Procedures,3,Above Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1171,12611,6,Grade 6 Math Summative (Final),Summative (Final),\N,3,Standard Met,2584,2564,2604,Concepts & Procedures,3,Above Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1275,14602,5,Grade 5 Math Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2522,2501,2543,Concepts & Procedures,2,At/Near Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1901,13453,7,Grade 7 Math Summative (Final),Summative (Final),\N,3,Standard Met,2600,2577,2623,Concepts & Procedures,3,Above Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
670,13374,7,Grade 7 Math Summative (Final),Summative (Final),\N,4,Standard Exceeded,2639,2618,2660,Concepts & Procedures,3,Above Standard,\N,\N,\N,Problem Solving & Modeling/Data,3,Above Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1647,13595,6,Grade 6 Math Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2488,2464,2512,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
2045,14893,7,Grade 7 Math Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2531,2508,2554,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1585,10863,7,Grade 7 Math Summative (Final),Summative (Final),\N,3,Standard Met,2634,2614,2654,Concepts & Procedures,3,Above Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
869,11991,7,Grade 7 Math Summative (Final),Summative (Final),\N,3,Standard Met,2600,2580,2620,Concepts & Procedures,3,Above Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
2168,13512,7,Grade 7 Math Summative (Final),Summative (Final),\N,1,Standard Not Met,2420,2381,2459,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1555,12524,6,Grade 6 Math Summative (Final),Summative (Final),\N,3,Standard Met,2609,2590,2628,Concepts & Procedures,3,Above Standard,\N,\N,\N,Problem Solving & Modeling/Data,3,Above Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
2022,14453,7,Grade 7 Math Summative (Final),Summative (Final),\N,1,Standard Not Met,2250,2250,2350,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1710,11843,7,Grade 7 Math Summative (Final),Summative (Final),\N,1,Standard Not Met,2456,2421,2491,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
793,11859,7,Grade 7 Math Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2550,2526,2574,Concepts & Procedures,2,At/Near Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1025,6418,6,Grade 6 Math Summative (Final),Summative (Final),\N,3,Standard Met,2578,2558,2598,Concepts & Procedures,2,At/Near Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
873,13007,7,Grade 7 Math Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2538,2513,2563,Concepts & Procedures,2,At/Near Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
944,6552,5,Grade 5 Math Summative (Final),Summative (Final),\N,3,Standard Met,2530,2512,2548,Concepts & Procedures,2,At/Near Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
840,12748,7,Grade 7 Math Summative (Final),Summative (Final),\N,1,Standard Not Met,2456,2423,2489,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
2334,12031,7,Grade 7 Math Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2509,2481,2537,Concepts & Procedures,2,At/Near Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
2250,11113,7,Grade 7 Math Summative (Final),Summative (Final),\N,3,Standard Met,2596,2574,2618,Concepts & Procedures,2,At/Near Standard,\N,\N,\N,Problem Solving & Modeling/Data,3,Above Standard,\N,\N,\N,Communicating Reasoning,3,Above Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
799,14276,6,Grade 6 Math Summative (Final),Summative (Final),\N,1,Standard Not Met,2445,2417,2473,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,1,Below Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1438,11538,7,Grade 7 Math Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2561,2538,2584,Concepts & Procedures,2,At/Near Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
2313,13027,6,Grade 6 Math Summative (Final),Summative (Final),\N,3,Standard Met,2586,2568,2604,Concepts & Procedures,3,Above Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
2018,3290,8,Grade 8 Math Summative (Final),Summative (Final),\N,1,Standard Not Met,2410,2371,2449,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,1,Below Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
748,14784,6,Grade 6 Math Summative (Final),Summative (Final),\N,1,Standard Not Met,2344,2307,2381,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,1,Below Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
685,14804,7,Grade 7 Math Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2506,2478,2534,Concepts & Procedures,2,At/Near Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
658,7112,4,Grade 4 Math Summative (Final),Summative (Final),\N,3,Standard Met,2492,2475,2509,Concepts & Procedures,2,At/Near Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
2013,14431,5,Grade 5 Math Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2481,2460,2502,Concepts & Procedures,2,At/Near Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
692,12566,6,Grade 6 Math Summative (Final),Summative (Final),\N,1,Standard Not Met,2462,2437,2487,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
984,10190,6,Grade 6 Math Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2515,2493,2537,Concepts & Procedures,2,At/Near Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
949,13131,6,Grade 6 Math Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2483,2458,2508,Concepts & Procedures,2,At/Near Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,1,Below Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
699,13500,6,Grade 6 Math Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2482,2459,2505,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,1,Below Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
994,6384,6,Grade 6 Math Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2530,2509,2551,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1754,12386,6,Grade 6 Math Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2482,2457,2507,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
2123,12783,6,Grade 6 Math Summative (Final),Summative (Final),\N,4,Standard Exceeded,2634,2613,2655,Concepts & Procedures,3,Above Standard,\N,\N,\N,Problem Solving & Modeling/Data,3,Above Standard,\N,\N,\N,Communicating Reasoning,3,Above Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
2206,12909,6,Grade 6 Math Summative (Final),Summative (Final),\N,1,Standard Not Met,2385,2355,2415,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,1,Below Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
2165,13048,6,Grade 6 Math Summative (Final),Summative (Final),\N,4,Standard Exceeded,2622,2603,2641,Concepts & Procedures,3,Above Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,3,Above Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1041,6340,6,Grade 6 Math Summative (Final),Summative (Final),\N,4,Standard Exceeded,2677,2656,2698,Concepts & Procedures,3,Above Standard,\N,\N,\N,Problem Solving & Modeling/Data,3,Above Standard,\N,\N,\N,Communicating Reasoning,3,Above Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1476,11576,6,Grade 6 Math Summative (Final),Summative (Final),\N,4,Standard Exceeded,2627,2607,2647,Concepts & Procedures,3,Above Standard,\N,\N,\N,Problem Solving & Modeling/Data,3,Above Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1005,14981,6,Grade 6 Math Summative (Final),Summative (Final),\N,3,Standard Met,2593,2573,2613,Concepts & Procedures,3,Above Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
2292,14470,6,Grade 6 Math Summative (Final),Summative (Final),\N,1,Standard Not Met,2425,2396,2454,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,1,Below Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
951,12847,6,Grade 6 Math Summative (Final),Summative (Final),\N,4,Standard Exceeded,2659,2638,2680,Concepts & Procedures,3,Above Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,3,Above Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1027,13141,6,Grade 6 Math Summative (Final),Summative (Final),\N,1,Standard Not Met,2460,2435,2485,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
896,12706,6,Grade 6 Math Summative (Final),Summative (Final),\N,1,Standard Not Met,2313,2273,2353,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,1,Below Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
